Bin_ID,ELectoral_Area,Bin_Type,Irish_X,Irish_Y
WMS3411,KILMAINHAM B,Class B,311533.4587,233485.8447
WMS4550,KYLEMORE,Cast Iron,309777.7419,233665.5273
WMS2369,PRIORSWOOD A,Class B,319315.3858,240703.6154
WMS3462,WALKINSTOWN A,Class B,311339.7781,231744.2414
WMS2919,ARRAN QUAY C,Class B,313926.5695,234360.7193
WMS0750,RATHMINES EAST A,Class A,316490.5289,232570.3663
WMS2518,CLONTARF WEST A,Class B,319502.9035,238008.8802
WMS0649,ROYAL EXCHANGE B,Class A,315775.9431,233837.6898
WMS0977,MERCHANTS QUAY B,Class A,315062.3359,233895.2198
WMS0084,BALLYBOUGH B,Class A,315870.1567,235865.0825
WMS3589,BOTANIC C,Class B,315364.4475,236210.3273
WMS2571,GRACE PARK,Class B,317967.6971,236848.0114
WMS4514,MERCHANTS QUAY C,Cast Iron,314274.6513,233265.511
WMS1601,WOOD QUAY A,Bigbelly Bin,315263.281,233915.6833
WMS3123,RATHMINES EAST B,Class B,317674.4067,231518.6544
WMS4288,MANSION HOUSE A,Cast Iron,316724.1804,234263.578
WMS2855,BALLYBOUGH A,Class B,316972.7319,235899.4649
WMS0467,ROYAL EXCHANGE A,Class A,315502.7687,234024.9194
WMS4178,MOUNTJOY B,Cast Iron,315916.4792,235537.4864
WMS3084,PEMBROKE EAST E,Class B,317964.1666,232396.5963
WMS4580,NORTH CITY,Cast Iron,315978.5293,234765.6774
WMS0219,NORTH CITY,Class A,315942.4641,234602.3962
WMS2074,BALLYMUN E,Class B,314785.4064,239360.1995
WMS2400,GRANGE A,Class B,322272.7944,240595.5133
WMS0970,CHAPELIZOD,Bigbelly Bin,310316.8444,234490.398
WMS0610,ROYAL EXCHANGE B,Class A,315805.0237,233605.7209
WMS0803,MANSION HOUSE B,Class A,316023.408,233795.5919
WMS3347,CRUMLIN B,Class B,313238.0526,232342.7978
WMS2881,BALLYBOUGH A,Class B,317122.9155,235659.3995
WMS2485,RAHENY-ST.ASSAM,Class B,322376.4208,238223.6738
WMS2557,DRUMCONDRA SOUTH C,Class B,316441.6116,237597.3376
WMS2935,INNS QUAY B,Class B,315537.8885,235360.6968
WMS2365,KILMORE C,Class B,319009.1336,239803.1641
WMS2358,PRIORSWOOD D,Class B,320089.5356,240001.442
WMS4363,SOUTH DOCK,Cast Iron,316691.6621,232953.3753
WMS4031,KILMORE A,Cast Iron,317710.0872,240352.3299
WMS0148,NORTH CITY,Class A,316255.296,234768.4272
WMS0520,BALLYGALL C,Class A,315070.1865,239101.2104
WMS2577,GRACE PARK,Class B,317166.299,237582.17
WMS4491,MERCHANTS QUAY B,Cast Iron,314958.8877,233717.283
WMS3016,PEMBROKE WEST A,Class B,317836.5326,233739.4913
WMS3429,DRUMFINN,Class B,309373.0238,233983.2702
WMS0447,WOOD QUAY A,Class A,315240.4309,234122.9231
WMS3041,PEMBROKE EAST B,Class B,318488.8431,232844.7537
WMS0493,ROYAL EXCHANGE A,Class A,315501.3963,234042.9923
WMS0226,NORTH CITY,Class A,315887.018,234782.7093
WMS0500,PEMBROKE WEST B,Class A,317694.6567,232320.7932
WMS2504,CLONTARF WEST C,Class B,318392.943,236611.9887
WMS2976,SOUTH DOCK,Class B,317200.6583,233890.1454
WMS2330,BEAUMONT D,Class B,318336.1588,238036.6693
WMS0859,GRANGE C,Class A,322260.4572,239926.507
WMS4435,WOOD QUAY B,Cast Iron,315423.7134,232600.0542
WMS0948,RATHMINES WEST B,Class A,315641.6422,231828.9566
WMS0062,CLONTARF EAST B,Class A,321428.5405,236409.2849
WMS2791,ASHTOWN A,Class B,311065.3432,237195.8993
WMS4531,DRUMFINN,Cast Iron,309781.453,233695.779
WMS4392,SOUTH DOCK,Cast Iron,316848.874,233572.4288
WMS1192,RATHMINES WEST D,Class A,315113.2765,230506.8061
WMS4069,PRIORSWOOD E,Cast Iron,318863.05,240571.1107
WMS3022,PEMBROKE EAST A,Class B,318741.1838,233290.939
WMS1109,NORTH CITY,Bigbelly Bin,315420.1143,234230.6904
WMS3432,DRUMFINN,Class B,309343.5885,234312.8584
WMS2267,BEAUMONT B,Class B,317820.0937,238715.2732
WMS2050,FINGLAS SOUTH A,Class B,312543.5351,238590.8753
WMS1387,ROYAL EXCHANGE A,Bigbelly Bin,315467.3024,234124.2001
WMS0270,NORTH CITY,Class A,315626.0376,234595.9798
WMS0334,NORTH CITY,Class A,315464.8518,234596.7331
WMS2389,AYRFIELD,Class B,320640.1068,239996.5507
WMS0125,MERCHANTS QUAY E,Class A,314864.8709,232661.6935
WMS4553,CARNA,Cast Iron,309515.4984,233690.2523
WMS2938,INNS QUAY C,Class B,315323.813,234966.4493
WMS0667,ROYAL EXCHANGE B,Class A,315719.328,233840.8095
WMS4375,MANSION HOUSE B,Cast Iron,316811.1963,233491.7015
WMS3516,CABRA EAST A,Class B,313658.8065,237255.2367
WMS3331,WALKINSTOWN B,Class B,311763.6764,231760.0145
WMS2522,CLONTARF EAST D,Class B,319390.4733,237091.1111
WMS2157,BALLYGALL C,Class B,315440.2838,238196.7513
WMS4358,SAINT KEVINS,Cast Iron,316098.3598,233051.648
WMS4597,PEMBROKE EAST A,Cast Iron,319308.6909,233366.3388
WMS3509,KIMMAGE A,Class B,312323.8409,231220.7575
WMS1175,PEMBROKE EAST B,Bigbelly Bin,318982.1451,232774.6738
WMS3560,INNS QUAY B,Class B,315291.6271,235677.9948
WMS2622,CLONTARF EAST A,Class B,321187.3829,237660.9459
WMS2185,BALLYMUN D,Class B,315125.0763,239684.2168
WMS0767,SAINT KEVINS,Class A,315386.1131,232445.466
WMS2893,NORTH DOCK B,Class B,317801.164,235068.0981
WMS4182,ARRAN QUAY E,Cast Iron,314196.0447,235031.5113
WMS0178,NORTH CITY,Class A,316026.3176,234530.2281
WMS2002,BOTANIC B,Class B,316109.9728,236411.2578
WMS2745,BOTANIC A,Class B,314365.7426,237140.7164
WMS3447,DRUMFINN,Class B,309323.004,233907.4514
WMS3169,RATHFARNHAM,Class B,315867.7997,230359.6932
WMS0824,MANSION HOUSE A,Class A,316122.8523,233903.4876
WMS2879,BALLYBOUGH A,Class B,316827.7588,235308.593
WMS2664,CLONTARF EAST B,Class B,320534.2771,235756.002
WMS3502,ASHTOWN A,Class B,312008.0129,236618.2214
WMS2645,CLONTARF EAST C,Class B,320202.53,236757.4202
WMS2392,HARMONSTOWN A,Class B,320120.0092,239379.9989
WMS2154,BALLYGALL C,Class B,315410.1363,237972.7621
WMS2198,WHITEHALL B,Class B,315982.5442,239042.7302
WMS0356,NORTH CITY,Class A,315392.6228,234323.0899
WMS3551,BALLYBOUGH A,Class B,317249.2579,235868.5604
WMS2589,CLONTARF WEST D,Class B,317527.6819,236430.5579
WMS4568,KILMAINHAM A,Cast Iron,310966.0237,233596.2304
WMS2564,DRUMCONDRA SOUTH C,Class B,316120.8945,237696.1243
WMS2144,WHITEHALL A,Class B,315657.7327,238670.4972
WMS0930,PEMBROKE WEST C,Bigbelly Bin,316874.4155,232909.9888
WMS4195,ARRAN QUAY E,Cast Iron,314366.7726,234829.4845
WMS3164,RATHMINES WEST C,Class B,315883.5269,230609.0239
WMS0208,NORTH CITY,Class A,316022.9899,234433.8456
WMS1303,MANSION HOUSE A,Bigbelly Bin,316402.436,234410.2265
WMS4300,ROTUNDA B,Cast Iron,315277.7512,234832.3304
WMS0201,PEMBROKE EAST A,Class A,318092.8145,233892.9535
WMS1239,SOUTH DOCK,Bigbelly Bin,317463.3506,234286.5066
WMS4034,KILMORE A,Cast Iron,317626.256,240503.7028
WMS4242,ROTUNDA A,Cast Iron,315932.4452,235096.3775
WMS4262,MOUNTJOY A,Cast Iron,316663.8589,235046.8925
WMS3058,PEMBROKE WEST B,Class B,318047.0059,232968.8341
WMS3017,PEMBROKE WEST A,Class B,317781.6342,233618.6493
WMS1340,EDENMORE,Class A,321065.0392,239122.0012
WMS4179,ROTUNDA A,Cast Iron,315893.4982,235544.4718
WMS2258,WHITEHALL D,Class B,317376.3007,238546.8212
WMS4470,MERCHANTS QUAY A,Cast Iron,314765.0944,233871.6186
WMS0553,ROYAL EXCHANGE A,Class A,315652.3556,233931.5121
WMS3434,DRUMFINN,Class B,309238.8184,234099.8311
WMS0381,NORTH CITY,Class A,315644.8296,234529.5777
WMS0556,ROYAL EXCHANGE A,Class A,315637.6299,233998.0774
WMS2601,CLONTARF WEST D,Class B,317608.606,236285.8672
WMS3448,KILMORE D,Class B,319793.1106,239270.0947
WMS2351,KILMORE C,Class B,319520.2485,239546.1963
WMS4226,ROTUNDA A,Cast Iron,315905.9041,235252.7154
WMS1090,ARRAN QUAY C,Bigbelly Bin,314708.0244,234616.2081
WMS0693,ROYAL EXCHANGE B,Class A,315759.8427,233290.9039
WMS0752,SAINT KEVINS,Class A,316362.3356,232827.3731
WMS2830,PHOENIX PARK,Class B,313136.995,234431.57
WMS4011,BALLYGALL A,Cast Iron,313162.0383,239054.0556
WMS3491,ARRAN QUAY B,Class B,314012.8186,235421.3718
WMS2793,ASHTOWN A,Class B,311062.8211,237626.9639
WMS4138,BALLYBOUGH A,Cast Iron,316666.425,235551.0003
WMS1388,ROYAL EXCHANGE A,Bigbelly Bin,315353.8548,234019.2815
WMS4302,ROTUNDA B,Cast Iron,315360.2396,234874.5012
WMS0328,ROTUNDA B,Class A,315454.9271,234716.8865
WMS3056,PEMBROKE EAST E,Class B,317922.0103,232540.2394
WMS0019,BALLYMUN C,Class A,315541.3599,239598.9556
WMS2555,WHITEHALL A,Class B,316276.1936,237662.1801
WMS3403,INCHICORE A,Class B,311713.6635,233216.3207
WMS1190,RATHFARNHAM,Class A,315111.0165,230251.6378
WMS2450,AYRFIELD,Class B,320900.6173,239797.6173
WMS0688,MANSION HOUSE B,Class A,315844.3418,233415.6625
WMS2696,BOTANIC A,Class B,315274.0822,237406.2832
WMS1116,NORTH CITY,Bigbelly Bin,315751.0178,234317.1535
WMS3277,CRUMLIN C,Class B,313781.1698,232634.2896
WMS4543,DRUMFINN,Cast Iron,309777.3488,233681.5685
WMS2249,KILMORE A,Class B,317517.0616,240183.522
WMS1399,ROYAL EXCHANGE A,Bigbelly Bin,315287.3983,234132.0628
WMS4124,CABRA EAST C,Cast Iron,313906.5577,235436.4738
WMS4520,CRUMLIN F,Cast Iron,311495.5106,231724.6448
WMS2702,DRUMCONDRA SOUTH B,Class B,316183.9068,236605.7836
WMS3536,PEMBROKE WEST B,Class B,317774.4448,231435.1634
WMS0339,ROTUNDA B,Class A,315335.3237,234695.9806
WMS3172,RATHMINES EAST C,Class B,316520.9258,230409.0443
WMS4360,SAINT KEVINS,Cast Iron,316125.6786,233082.2756
